Sex,AgeGroup,Color1,Color2,Color3,Flower1,Flower2,Flower3
Masculin,Under 18,Maro,Portocaliu,Albastru,Orchid,Hyacinth,Crocus
Feminin,Under 18,Bej,Negru,Portocaliu,Hyacinth,Orchid,Crocus
Masculin,46+,Portocaliu,Bej,Albastru,Sunflower,Crocus,Hyacinth
Feminin,Under 18,Portocaliu,Negru,Bej,Carnation,Daisy,Crocus
Masculin,Under 18,Portocaliu,Albastru,Negru,Daisy,Dahlia,Sunflower
Feminin,46+,Albastru,Maro,Bej,Dahlia,Sunflower,Carnation
Feminin,46+,Albastru,Portocaliu,Bej,Hyacinth,Crocus,Dahlia
Masculin,46+,Bej,Negru,Albastru,Daisy,Orchid,Carnation
Feminin,Under 18,Maro,Bej,Albastru,Carnation,Daisy,Crocus
Feminin,46+,Maro,Portocaliu,Bej,Dahlia,Daisy,Hyacinth
Feminin,46+,Negru,Portocaliu,Albastru,Sunflower,Crocus,Carnation
Masculin,46+,Albastru,Portocaliu,Negru,Hyacinth,Orchid,Dahlia
Masculin,46+,Albastru,Maro,Negru,Daisy,Hyacinth,Crocus
Feminin,Under 18,Negru,Portocaliu,Albastru,Hyacinth,Daisy,Crocus
Feminin,Under 18,Portocaliu,Maro,Negru,Orchid,Crocus,Carnation
Feminin,Under 18,Negru,Bej,Maro,Carnation,Orchid,Crocus
Masculin,46+,Maro,Negru,Bej,Orchid,Daisy,Sunflower
Masculin,46+,Portocaliu,Negru,Bej,Hyacinth,Sunflower,Crocus
Feminin,Under 18,Portocaliu,Negru,Maro,Orchid,Sunflower,Carnation
Masculin,Under 18,Negru,Bej,Portocaliu,Orchid,Dahlia,Crocus
Masculin,Under 18,Portocaliu,Maro,Negru,Daisy,Dahlia,Orchid
Feminin,46+,Negru,Portocaliu,Maro,Hyacinth,Carnation,Daisy
Masculin,Under 18,Bej,Portocaliu,Albastru,Daisy,Sunflower,Carnation
Feminin,46+,Bej,Negru,Albastru,Hyacinth,Dahlia,Orchid
Masculin,46+,Portocaliu,Albastru,Negru,Sunflower,Carnation,Orchid
Feminin,46+,Albastru,Bej,Negru,Orchid,Hyacinth,Dahlia
Masculin,46+,Maro,Albastru,Negru,Orchid,Hyacinth,Daisy
Masculin,46+,Bej,Albastru,Portocaliu,Carnation,Daisy,Crocus
Masculin,Under 18,Portocaliu,Maro,Bej,Hyacinth,Daisy,Dahlia
Feminin,46+,Negru,Albastru,Maro,Sunflower,Carnation,Orchid
Feminin,Under 18,Albastru,Bej,Negru,Dahlia,Carnation,Orchid
Feminin,46+,Albastru,Bej,Portocaliu,Daisy,Carnation,Sunflower
Feminin,Under 18,Bej,Maro,Albastru,Orchid,Carnation,Dahlia
Feminin,Under 18,Albastru,Bej,Maro,Crocus,Dahlia,Carnation
Feminin,46+,Maro,Albastru,Portocaliu,Sunflower,Dahlia,Carnation
Masculin,46+,Albastru,Negru,Bej,Daisy,Dahlia,Hyacinth
Feminin,Under 18,Negru,Albastru,Bej,Sunflower,Hyacinth,Dahlia
Masculin,46+,Albastru,Negru,Portocaliu,Carnation,Sunflower,Crocus
Feminin,46+,Maro,Bej,Albastru,Hyacinth,Crocus,Orchid
Masculin,46+,Negru,Portocaliu,Maro,Crocus,Carnation,Hyacinth
Masculin,46+,Albastru,Portocaliu,Bej,Carnation,Crocus,Hyacinth
Feminin,Under 18,Portocaliu,Albastru,Negru,Orchid,Carnation,Sunflower
Feminin,Under 18,Maro,Albastru,Portocaliu,Daisy,Dahlia,Crocus
Feminin,46+,Negru,Albastru,Maro,Sunflower,Carnation,Hyacinth
Feminin,Under 18,Albastru,Bej,Portocaliu,Dahlia,Orchid,Crocus
Masculin,46+,Maro,Bej,Portocaliu,Crocus,Sunflower,Orchid
Feminin,Under 18,Albastru,Negru,Maro,Carnation,Sunflower,Orchid
Masculin,Under 18,Portocaliu,Negru,Albastru,Daisy,Orchid,Hyacinth
Feminin,46+,Maro,Negru,Albastru,Crocus,Dahlia,Hyacinth
Feminin,Under 18,Bej,Negru,Albastru,Carnation,Sunflower,Hyacinth
Masculin,Under 18,Maro,Portocaliu,Bej,Sunflower,Orchid,Daisy
Masculin,46+,Maro,Negru,Portocaliu,Carnation,Crocus,Dahlia
Feminin,46+,Negru,Bej,Albastru,Crocus,Dahlia,Hyacinth
Masculin,46+,Maro,Albastru,Portocaliu,Crocus,Orchid,Daisy
Masculin,Under 18,Portocaliu,Bej,Maro,Hyacinth,Carnation,Orchid
Masculin,Under 18,Bej,Albastru,Portocaliu,Dahlia,Daisy,Orchid
Masculin,46+,Portocaliu,Bej,Albastru,Daisy,Sunflower,Carnation
Feminin,Under 18,Portocaliu,Maro,Bej,Daisy,Dahlia,Carnation
Masculin,46+,Portocaliu,Maro,Bej,Carnation,Dahlia,Orchid
Feminin,Under 18,Albastru,Bej,Maro,Hyacinth,Daisy,Dahlia
Feminin,46+,Bej,Negru,Maro,Orchid,Sunflower,Crocus
Masculin,Under 18,Negru,Maro,Portocaliu,Sunflower,Crocus,Orchid
Feminin,Under 18,Maro,Albastru,Portocaliu,Carnation,Dahlia,Crocus
Feminin,46+,Albastru,Bej,Negru,Sunflower,Orchid,Daisy
Feminin,Under 18,Negru,Maro,Albastru,Hyacinth,Daisy,Dahlia
Masculin,Under 18,Bej,Maro,Albastru,Sunflower,Hyacinth,Carnation
Feminin,46+,Bej,Portocaliu,Negru,Orchid,Crocus,Dahlia
Feminin,46+,Negru,Albastru,Portocaliu,Daisy,Crocus,Carnation
Masculin,46+,Negru,Maro,Bej,Orchid,Daisy,Dahlia
Feminin,46+,Albastru,Portocaliu,Bej,Sunflower,Hyacinth,Dahlia
Feminin,46+,Portocaliu,Maro,Negru,Hyacinth,Sunflower,Crocus
Feminin,Under 18,Negru,Maro,Albastru,Hyacinth,Dahlia,Crocus
Feminin,46+,Portocaliu,Bej,Negru,Crocus,Hyacinth,Daisy
Masculin,Under 18,Portocaliu,Albastru,Negru,Hyacinth,Crocus,Daisy
Feminin,46+,Maro,Portocaliu,Albastru,Carnation,Orchid,Crocus
Feminin,46+,Albastru,Negru,Maro,Orchid,Dahlia,Daisy
Feminin,46+,Portocaliu,Maro,Albastru,Sunflower,Crocus,Daisy
Masculin,46+,Portocaliu,Albastru,Bej,Crocus,Dahlia,Daisy
Masculin,Under 18,Negru,Bej,Portocaliu,Orchid,Hyacinth,Carnation
Masculin,Under 18,Negru,Maro,Bej,Daisy,Carnation,Crocus
Masculin,46+,Albastru,Negru,Portocaliu,Carnation,Sunflower,Daisy
Feminin,Under 18,Maro,Albastru,Negru,Orchid,Hyacinth,Sunflower
Feminin,46+,Negru,Portocaliu,Albastru,Orchid,Crocus,Dahlia
Masculin,46+,Albastru,Portocaliu,Maro,Sunflower,Crocus,Hyacinth
Feminin,46+,Bej,Portocaliu,Negru,Hyacinth,Daisy,Sunflower
Masculin,Under 18,Maro,Portocaliu,Albastru,Carnation,Orchid,Crocus
Masculin,46+,Portocaliu,Maro,Bej,Carnation,Sunflower,Daisy
Masculin,46+,Portocaliu,Negru,Bej,Dahlia,Crocus,Orchid
Masculin,46+,Albastru,Negru,Maro,Crocus,Daisy,Orchid
Masculin,Under 18,Bej,Albastru,Portocaliu,Carnation,Dahlia,Crocus
Masculin,46+,Portocaliu,Maro,Negru,Orchid,Sunflower,Hyacinth
Feminin,46+,Maro,Portocaliu,Albastru,Crocus,Hyacinth,Daisy
Feminin,Under 18,Maro,Portocaliu,Albastru,Sunflower,Crocus,Orchid
Feminin,Under 18,Negru,Portocaliu,Maro,Daisy,Carnation,Crocus
Feminin,Under 18,Maro,Negru,Portocaliu,Sunflower,Orchid,Dahlia
Masculin,46+,Portocaliu,Albastru,Negru,Daisy,Orchid,Hyacinth
Masculin,Under 18,Maro,Portocaliu,Bej,Carnation,Daisy,Orchid
Feminin,46+,Negru,Portocaliu,Maro,Crocus,Carnation,Sunflower
Masculin,46+,Maro,Portocaliu,Negru,Crocus,Daisy,Dahlia
Masculin,46+,Portocaliu,Albastru,Bej,Hyacinth,Dahlia,Carnation
Feminin,46+,Maro,Portocaliu,Albastru,Carnation,Crocus,Dahlia
Feminin,46+,Albastru,Portocaliu,Maro,Crocus,Dahlia,Daisy
Feminin,46+,Albastru,Portocaliu,Maro,Carnation,Dahlia,Sunflower
Masculin,46+,Maro,Albastru,Portocaliu,Dahlia,Orchid,Daisy
Masculin,Under 18,Bej,Negru,Albastru,Sunflower,Orchid,Carnation
Masculin,Under 18,Maro,Negru,Albastru,Hyacinth,Daisy,Dahlia
Feminin,46+,Maro,Bej,Portocaliu,Hyacinth,Carnation,Orchid
Masculin,46+,Maro,Bej,Negru,Daisy,Orchid,Hyacinth
Feminin,46+,Portocaliu,Bej,Maro,Daisy,Carnation,Hyacinth
Masculin,Under 18,Maro,Negru,Portocaliu,Hyacinth,Crocus,Sunflower
Masculin,46+,Maro,Bej,Portocaliu,Crocus,Dahlia,Sunflower
Feminin,Under 18,Bej,Portocaliu,Negru,Sunflower,Daisy,Hyacinth
Feminin,46+,Bej,Negru,Portocaliu,Daisy,Orchid,Dahlia
Feminin,46+,Albastru,Maro,Negru,Orchid,Hyacinth,Sunflower
Masculin,46+,Negru,Portocaliu,Bej,Hyacinth,Dahlia,Crocus
Feminin,Under 18,Albastru,Negru,Maro,Hyacinth,Dahlia,Daisy
Feminin,Under 18,Albastru,Negru,Maro,Hyacinth,Orchid,Crocus
Masculin,46+,Negru,Portocaliu,Albastru,Daisy,Carnation,Sunflower
Masculin,46+,Albastru,Bej,Negru,Daisy,Dahlia,Hyacinth
Masculin,Under 18,Portocaliu,Albastru,Bej,Orchid,Hyacinth,Dahlia
Feminin,46+,Maro,Portocaliu,Albastru,Carnation,Hyacinth,Orchid
Masculin,46+,Portocaliu,Albastru,Negru,Daisy,Orchid,Sunflower
Masculin,46+,Bej,Portocaliu,Albastru,Crocus,Orchid,Sunflower
Feminin,46+,Maro,Albastru,Bej,Dahlia,Crocus,Sunflower
Masculin,Under 18,Portocaliu,Negru,Albastru,Dahlia,Hyacinth,Orchid
Feminin,46+,Negru,Maro,Bej,Carnation,Crocus,Hyacinth
Feminin,46+,Albastru,Maro,Bej,Daisy,Hyacinth,Crocus
Masculin,46+,Portocaliu,Albastru,Negru,Hyacinth,Carnation,Orchid
Masculin,Under 18,Albastru,Bej,Portocaliu,Carnation,Dahlia,Crocus
Masculin,Under 18,Albastru,Maro,Negru,Daisy,Crocus,Sunflower
Feminin,Under 18,Portocaliu,Negru,Albastru,Sunflower,Daisy,Crocus
Masculin,Under 18,Portocaliu,Negru,Bej,Dahlia,Crocus,Orchid
Masculin,Under 18,Portocaliu,Maro,Negru,Crocus,Daisy,Orchid
Feminin,Under 18,Portocaliu,Maro,Albastru,Orchid,Sunflower,Hyacinth
Feminin,46+,Albastru,Negru,Bej,Sunflower,Carnation,Hyacinth
Feminin,Under 18,Maro,Portocaliu,Albastru,Dahlia,Daisy,Orchid
Masculin,Under 18,Bej,Maro,Portocaliu,Crocus,Daisy,Dahlia
Feminin,Under 18,Maro,Albastru,Negru,Sunflower,Daisy,Crocus
Masculin,Under 18,Maro,Albastru,Bej,Hyacinth,Carnation,Orchid
Feminin,Under 18,Bej,Maro,Negru,Hyacinth,Crocus,Daisy
Feminin,Under 18,Portocaliu,Albastru,Maro,Sunflower,Daisy,Carnation
Feminin,Under 18,Bej,Portocaliu,Negru,Orchid,Sunflower,Daisy
Masculin,46+,Bej,Negru,Maro,Sunflower,Crocus,Dahlia
Feminin,Under 18,Negru,Bej,Albastru,Crocus,Dahlia,Sunflower
Feminin,Under 18,Bej,Negru,Albastru,Dahlia,Crocus,Orchid
Feminin,Under 18,Negru,Bej,Portocaliu,Hyacinth,Daisy,Orchid
Feminin,Under 18,Negru,Albastru,Portocaliu,Dahlia,Crocus,Hyacinth
Feminin,Under 18,Portocaliu,Negru,Bej,Daisy,Carnation,Hyacinth
Masculin,46+,Bej,Maro,Portocaliu,Hyacinth,Crocus,Carnation
Masculin,46+,Portocaliu,Albastru,Maro,Orchid,Dahlia,Daisy
Masculin,Under 18,Portocaliu,Negru,Albastru,Dahlia,Crocus,Sunflower
Masculin,46+,Albastru,Bej,Maro,Sunflower,Crocus,Carnation
Feminin,46+,Bej,Negru,Maro,Orchid,Crocus,Hyacinth
Feminin,46+,Bej,Maro,Portocaliu,Dahlia,Daisy,Carnation
Feminin,46+,Bej,Negru,Portocaliu,Orchid,Carnation,Daisy
Feminin,Under 18,Albastru,Portocaliu,Bej,Orchid,Dahlia,Hyacinth
Feminin,46+,Albastru,Bej,Maro,Carnation,Crocus,Dahlia
Feminin,46+,Maro,Albastru,Bej,Daisy,Crocus,Carnation
Masculin,46+,Albastru,Negru,Portocaliu,Carnation,Dahlia,Orchid
Feminin,46+,Maro,Bej,Portocaliu,Sunflower,Carnation,Crocus
Masculin,Under 18,Negru,Bej,Maro,Daisy,Dahlia,Hyacinth
Feminin,46+,Albastru,Maro,Negru,Orchid,Daisy,Carnation
Feminin,Under 18,Portocaliu,Maro,Negru,Sunflower,Dahlia,Orchid
Masculin,46+,Maro,Bej,Negru,Orchid,Carnation,Hyacinth
Masculin,46+,Maro,Negru,Portocaliu,Hyacinth,Crocus,Carnation
Masculin,46+,Albastru,Bej,Negru,Dahlia,Sunflower,Hyacinth
Masculin,Under 18,Albastru,Negru,Bej,Sunflower,Dahlia,Crocus
Feminin,Under 18,Albastru,Portocaliu,Bej,Sunflower,Carnation,Crocus
Masculin,Under 18,Negru,Bej,Albastru,Carnation,Sunflower,Dahlia
Masculin,Under 18,Portocaliu,Maro,Negru,Sunflower,Daisy,Orchid
Masculin,Under 18,Maro,Albastru,Negru,Carnation,Daisy,Crocus
Masculin,Under 18,Maro,Albastru,Negru,Sunflower,Carnation,Crocus
Feminin,46+,Albastru,Maro,Portocaliu,Sunflower,Dahlia,Hyacinth
Feminin,46+,Portocaliu,Bej,Albastru,Sunflower,Orchid,Hyacinth
Masculin,Under 18,Maro,Bej,Negru,Dahlia,Crocus,Carnation
Masculin,Under 18,Maro,Portocaliu,Negru,Sunflower,Daisy,Hyacinth
Feminin,Under 18,Negru,Maro,Bej,Carnation,Dahlia,Hyacinth
Masculin,Under 18,Bej,Portocaliu,Negru,Hyacinth,Crocus,Carnation
Feminin,46+,Bej,Portocaliu,Albastru,Sunflower,Crocus,Carnation
Masculin,46+,Albastru,Portocaliu,Bej,Hyacinth,Orchid,Sunflower
Feminin,Under 18,Portocaliu,Negru,Maro,Daisy,Hyacinth,Sunflower
Masculin,Under 18,Albastru,Negru,Bej,Daisy,Dahlia,Sunflower
Masculin,46+,Maro,Bej,Negru,Crocus,Orchid,Carnation
Feminin,46+,Negru,Maro,Portocaliu,Crocus,Carnation,Sunflower
Feminin,Under 18,Portocaliu,Negru,Albastru,Hyacinth,Dahlia,Sunflower
Masculin,Under 18,Bej,Maro,Negru,Daisy,Hyacinth,Sunflower
Masculin,46+,Negru,Albastru,Portocaliu,Orchid,Crocus,Carnation
Masculin,Under 18,Albastru,Bej,Negru,Crocus,Sunflower,Dahlia
Feminin,46+,Bej,Negru,Portocaliu,Crocus,Dahlia,Sunflower
Masculin,Under 18,Bej,Albastru,Portocaliu,Dahlia,Orchid,Crocus
Masculin,46+,Bej,Negru,Maro,Dahlia,Hyacinth,Orchid
Feminin,Under 18,Maro,Bej,Negru,Orchid,Crocus,Hyacinth
Feminin,46+,Albastru,Portocaliu,Bej,Sunflower,Hyacinth,Carnation
Feminin,Under 18,Bej,Negru,Maro,Daisy,Hyacinth,Carnation
Masculin,Under 18,Maro,Bej,Portocaliu,Sunflower,Orchid,Crocus
Feminin,46+,Maro,Bej,Albastru,Carnation,Crocus,Hyacinth
Masculin,Under 18,Bej,Portocaliu,Negru,Orchid,Hyacinth,Crocus
Feminin,46+,Maro,Albastru,Portocaliu,Daisy,Hyacinth,Carnation
Feminin,Under 18,Bej,Portocaliu,Albastru,Hyacinth,Orchid,Dahlia
Masculin,46+,Bej,Portocaliu,Maro,Orchid,Hyacinth,Dahlia
Masculin,Under 18,Bej,Portocaliu,Albastru,Crocus,Dahlia,Carnation
Masculin,Under 18,Portocaliu,Albastru,Negru,Dahlia,Sunflower,Orchid
Feminin,Under 18,Maro,Portocaliu,Albastru,Daisy,Dahlia,Sunflower
Feminin,46+,Negru,Maro,Albastru,Hyacinth,Daisy,Crocus
Feminin,Under 18,Albastru,Maro,Bej,Hyacinth,Sunflower,Carnation
Masculin,Under 18,Maro,Bej,Albastru,Crocus,Orchid,Sunflower
Feminin,Under 18,Portocaliu,Albastru,Bej,Sunflower,Dahlia,Orchid
Masculin,46+,Albastru,Bej,Negru,Daisy,Orchid,Carnation
Masculin,46+,Maro,Negru,Portocaliu,Dahlia,Sunflower,Daisy
Feminin,46+,Bej,Portocaliu,Maro,Daisy,Sunflower,Crocus
Masculin,46+,Negru,Maro,Bej,Carnation,Daisy,Orchid
Feminin,Under 18,Negru,Maro,Albastru,Daisy,Sunflower,Dahlia
Masculin,Under 18,Maro,Portocaliu,Bej,Daisy,Hyacinth,Crocus
Feminin,Under 18,Maro,Portocaliu,Negru,Carnation,Dahlia,Orchid
Masculin,46+,Maro,Albastru,Negru,Orchid,Hyacinth,Sunflower
Feminin,46+,Maro,Albastru,Bej,Crocus,Sunflower,Daisy
Feminin,Under 18,Albastru,Portocaliu,Negru,Carnation,Daisy,Sunflower
Feminin,46+,Albastru,Maro,Portocaliu,Crocus,Sunflower,Orchid
Feminin,Under 18,Maro,Portocaliu,Albastru,Dahlia,Crocus,Carnation
Feminin,Under 18,Portocaliu,Albastru,Maro,Daisy,Hyacinth,Orchid
Masculin,46+,Negru,Portocaliu,Bej,Crocus,Sunflower,Carnation
Feminin,46+,Negru,Albastru,Maro,Orchid,Hyacinth,Dahlia
Feminin,46+,Albastru,Bej,Portocaliu,Sunflower,Orchid,Hyacinth
Masculin,Under 18,Negru,Maro,Bej,Hyacinth,Orchid,Sunflower
Masculin,46+,Negru,Albastru,Portocaliu,Carnation,Hyacinth,Daisy
Feminin,Under 18,Albastru,Portocaliu,Negru,Carnation,Sunflower,Daisy
Feminin,46+,Maro,Negru,Bej,Orchid,Dahlia,Hyacinth
Feminin,46+,Bej,Maro,Portocaliu,Orchid,Sunflower,Hyacinth
Feminin,Under 18,Maro,Negru,Portocaliu,Sunflower,Orchid,Hyacinth
Masculin,Under 18,Bej,Albastru,Maro,Hyacinth,Sunflower,Dahlia
Feminin,Under 18,Maro,Bej,Portocaliu,Dahlia,Daisy,Hyacinth
Feminin,46+,Albastru,Maro,Bej,Sunflower,Orchid,Hyacinth
Feminin,46+,Maro,Bej,Portocaliu,Orchid,Carnation,Dahlia
Feminin,46+,Bej,Maro,Negru,Sunflower,Crocus,Orchid
Masculin,Under 18,Albastru,Bej,Maro,Daisy,Crocus,Sunflower
Feminin,Under 18,Maro,Negru,Portocaliu,Hyacinth,Carnation,Sunflower
Feminin,46+,Maro,Negru,Albastru,Dahlia,Carnation,Orchid
Masculin,Under 18,Negru,Bej,Maro,Hyacinth,Daisy,Crocus
Masculin,46+,Portocaliu,Bej,Albastru,Dahlia,Hyacinth,Carnation
Masculin,46+,Negru,Portocaliu,Albastru,Orchid,Dahlia,Crocus
Masculin,46+,Portocaliu,Negru,Albastru,Hyacinth,Crocus,Sunflower
Feminin,46+,Albastru,Bej,Negru,Orchid,Dahlia,Sunflower
Feminin,Under 18,Maro,Negru,Bej,Sunflower,Carnation,Orchid
Feminin,Under 18,Portocaliu,Maro,Albastru,Crocus,Orchid,Sunflower
Masculin,Under 18,Bej,Albastru,Negru,Daisy,Hyacinth,Dahlia
Feminin,Under 18,Portocaliu,Bej,Maro,Hyacinth,Sunflower,Crocus
Masculin,Under 18,Albastru,Negru,Portocaliu,Orchid,Sunflower,Crocus
Masculin,Under 18,Bej,Albastru,Negru,Sunflower,Orchid,Crocus
Feminin,Under 18,Maro,Bej,Albastru,Dahlia,Hyacinth,Daisy
Masculin,46+,Maro,Negru,Bej,Orchid,Daisy,Sunflower
Feminin,Under 18,Albastru,Portocaliu,Negru,Hyacinth,Daisy,Crocus
Feminin,46+,Maro,Negru,Albastru,Carnation,Daisy,Hyacinth
Masculin,Under 18,Portocaliu,Maro,Albastru,Daisy,Hyacinth,Carnation
Feminin,46+,Bej,Albastru,Portocaliu,Crocus,Hyacinth,Carnation
Feminin,Under 18,Maro,Bej,Albastru,Daisy,Orchid,Hyacinth
Masculin,Under 18,Bej,Portocaliu,Albastru,Daisy,Orchid,Carnation
Feminin,46+,Negru,Albastru,Bej,Sunflower,Crocus,Carnation
Feminin,Under 18,Portocaliu,Maro,Albastru,Carnation,Crocus,Orchid
Feminin,Under 18,Albastru,Negru,Maro,Carnation,Crocus,Sunflower
Feminin,Under 18,Negru,Albastru,Portocaliu,Carnation,Crocus,Daisy
Feminin,46+,Negru,Portocaliu,Albastru,Orchid,Hyacinth,Carnation
Feminin,46+,Portocaliu,Maro,Bej,Daisy,Hyacinth,Orchid
Feminin,46+,Albastru,Bej,Maro,Crocus,Daisy,Orchid
Feminin,Under 18,Albastru,Negru,Maro,Crocus,Hyacinth,Dahlia
Masculin,Under 18,Negru,Albastru,Bej,Sunflower,Orchid,Crocus
Feminin,46+,Portocaliu,Negru,Albastru,Hyacinth,Daisy,Dahlia
Masculin,Under 18,Bej,Negru,Portocaliu,Dahlia,Crocus,Orchid
Masculin,Under 18,Bej,Portocaliu,Maro,Hyacinth,Orchid,Dahlia
Feminin,Under 18,Negru,Bej,Portocaliu,Crocus,Hyacinth,Carnation
Masculin,46+,Negru,Bej,Albastru,Sunflower,Hyacinth,Daisy
Masculin,Under 18,Portocaliu,Albastru,Negru,Orchid,Crocus,Sunflower
Masculin,46+,Albastru,Bej,Negru,Carnation,Dahlia,Orchid
Masculin,46+,Albastru,Negru,Bej,Daisy,Carnation,Sunflower
Feminin,46+,Portocaliu,Maro,Bej,Crocus,Dahlia,Daisy
Feminin,Under 18,Maro,Bej,Negru,Daisy,Carnation,Sunflower
Masculin,46+,Albastru,Bej,Negru,Dahlia,Crocus,Hyacinth
Feminin,46+,Albastru,Bej,Portocaliu,Dahlia,Sunflower,Crocus
Feminin,Under 18,Albastru,Maro,Negru,Hyacinth,Carnation,Orchid
Feminin,46+,Bej,Portocaliu,Negru,Crocus,Dahlia,Carnation
Masculin,Under 18,Bej,Negru,Portocaliu,Dahlia,Orchid,Hyacinth
Masculin,Under 18,Portocaliu,Maro,Negru,Sunflower,Crocus,Orchid
Masculin,46+,Maro,Negru,Portocaliu,Hyacinth,Daisy,Crocus
Feminin,46+,Portocaliu,Bej,Negru,Orchid,Sunflower,Daisy
Masculin,Under 18,Albastru,Portocaliu,Maro,Daisy,Hyacinth,Dahlia
Masculin,46+,Albastru,Bej,Negru,Carnation,Sunflower,Daisy
Feminin,Under 18,Portocaliu,Albastru,Maro,Daisy,Carnation,Orchid
Feminin,Under 18,Negru,Portocaliu,Albastru,Sunflower,Hyacinth,Orchid
Feminin,Under 18,Albastru,Portocaliu,Maro,Orchid,Daisy,Crocus
Masculin,Under 18,Maro,Portocaliu,Albastru,Hyacinth,Sunflower,Carnation
Feminin,Under 18,Negru,Bej,Albastru,Crocus,Sunflower,Dahlia
Masculin,46+,Bej,Negru,Portocaliu,Sunflower,Dahlia,Orchid
Masculin,46+,Maro,Bej,Portocaliu,Orchid,Dahlia,Carnation
Masculin,46+,Albastru,Bej,Negru,Crocus,Daisy,Hyacinth
Feminin,Under 18,Portocaliu,Bej,Negru,Daisy,Crocus,Orchid
Feminin,Under 18,Bej,Negru,Albastru,Carnation,Dahlia,Hyacinth
Feminin,46+,Bej,Maro,Albastru,Crocus,Sunflower,Carnation
Feminin,46+,Maro,Portocaliu,Bej,Carnation,Sunflower,Dahlia
Feminin,46+,Maro,Albastru,Bej,Crocus,Daisy,Orchid
Feminin,46+,Portocaliu,Negru,Maro,Carnation,Orchid,Sunflower
Masculin,Under 18,Negru,Portocaliu,Maro,Carnation,Dahlia,Sunflower
Feminin,Under 18,Bej,Negru,Portocaliu,Carnation,Dahlia,Crocus
Masculin,46+,Portocaliu,Bej,Albastru,Crocus,Hyacinth,Orchid
Feminin,46+,Albastru,Maro,Bej,Hyacinth,Sunflower,Daisy
Masculin,Under 18,Portocaliu,Albastru,Negru,Daisy,Dahlia,Orchid
Feminin,Under 18,Maro,Bej,Portocaliu,Carnation,Crocus,Daisy
Masculin,Under 18,Albastru,Maro,Negru,Orchid,Daisy,Dahlia
Masculin,46+,Albastru,Bej,Negru,Hyacinth,Carnation,Crocus
Masculin,Under 18,Bej,Negru,Albastru,Carnation,Dahlia,Crocus
Masculin,Under 18,Maro,Albastru,Portocaliu,Carnation,Daisy,Orchid
Feminin,Under 18,Negru,Albastru,Bej,Daisy,Crocus,Hyacinth
Feminin,Under 18,Maro,Negru,Portocaliu,Sunflower,Orchid,Crocus
Masculin,46+,Albastru,Maro,Negru,Dahlia,Hyacinth,Orchid
Masculin,46+,Maro,Portocaliu,Bej,Crocus,Dahlia,Daisy
Feminin,Under 18,Bej,Negru,Albastru,Daisy,Carnation,Sunflower
Feminin,46+,Negru,Maro,Bej,Carnation,Crocus,Daisy
Masculin,Under 18,Portocaliu,Bej,Negru,Orchid,Crocus,Carnation
Feminin,Under 18,Maro,Negru,Albastru,Orchid,Daisy,Sunflower
Masculin,Under 18,Negru,Portocaliu,Maro,Hyacinth,Orchid,Carnation
Feminin,46+,Maro,Negru,Bej,Hyacinth,Carnation,Crocus
Masculin,Under 18,Negru,Maro,Bej,Daisy,Sunflower,Crocus
Masculin,Under 18,Portocaliu,Negru,Maro,Hyacinth,Sunflower,Daisy
Masculin,Under 18,Maro,Albastru,Negru,Dahlia,Daisy,Sunflower
Feminin,46+,Portocaliu,Albastru,Negru,Crocus,Sunflower,Orchid
Masculin,46+,Negru,Bej,Portocaliu,Daisy,Sunflower,Hyacinth
Masculin,46+,Negru,Bej,Albastru,Sunflower,Dahlia,Orchid
Feminin,46+,Maro,Bej,Portocaliu,Sunflower,Daisy,Carnation
Masculin,46+,Bej,Negru,Maro,Daisy,Carnation,Dahlia
Masculin,46+,Negru,Bej,Portocaliu,Sunflower,Carnation,Crocus
Feminin,46+,Albastru,Negru,Bej,Hyacinth,Crocus,Daisy
Masculin,Under 18,Maro,Portocaliu,Bej,Dahlia,Carnation,Crocus
Masculin,46+,Maro,Albastru,Negru,Carnation,Sunflower,Orchid
Feminin,Under 18,Portocaliu,Negru,Maro,Crocus,Orchid,Sunflower
Masculin,Under 18,Negru,Portocaliu,Bej,Carnation,Daisy,Crocus
Masculin,46+,Portocaliu,Bej,Negru,Daisy,Crocus,Dahlia
Masculin,46+,Portocaliu,Albastru,Negru,Crocus,Carnation,Daisy
Feminin,Under 18,Negru,Portocaliu,Bej,Orchid,Sunflower,Crocus
Feminin,46+,Negru,Portocaliu,Albastru,Daisy,Hyacinth,Carnation
Masculin,46+,Negru,Albastru,Portocaliu,Hyacinth,Sunflower,Crocus
Feminin,Under 18,Portocaliu,Negru,Albastru,Carnation,Dahlia,Orchid
Masculin,46+,Negru,Portocaliu,Albastru,Crocus,Orchid,Sunflower
Masculin,Under 18,Portocaliu,Albastru,Negru,Daisy,Carnation,Hyacinth
Masculin,46+,Maro,Albastru,Portocaliu,Dahlia,Hyacinth,Orchid
Feminin,46+,Negru,Bej,Portocaliu,Sunflower,Dahlia,Orchid
Feminin,Under 18,Portocaliu,Maro,Negru,Orchid,Daisy,Dahlia
Feminin,Under 18,Portocaliu,Maro,Albastru,Daisy,Carnation,Dahlia
Masculin,46+,Portocaliu,Negru,Maro,Crocus,Orchid,Carnation
Feminin,Under 18,Portocaliu,Bej,Negru,Sunflower,Daisy,Carnation
